"Nom cavité";"Alias";"Commune";"IGN";"X Lambert3";"Y Lambert3";"Latitude";"Longitude";"Altitude";"Description";"Page Taisne";"Plan"
"cuzoul de FRAYSSINET";"ou de LESCUBER - ou grotte du CUZOUL - ou de LAGARRIGUE";"Bach";"2139 E";"549.48";"3226.5";"44.336741";"1.703016";"300";"A 2km NW de Jamblusse sur la route de Bach (D 22), 100m après la petite route d'Escubert, prendre à droite, direction NNW,<br/>
un chemin herbeux carrossable. A 400m, alors que le chemin carrossable tourne à droite (NNE), continuer le chemin NNW qui d'abord<br/>
descend pour traverser une combe et remonte ensuite. A 120m de la fin du chemin carrossable, 65m après le fond de la combe,<br/>
laisser un muret perpendiculaire à droite et continuer le chemin pendant encore 65m (en passant près d'une désobstruction à 8m à<br/>
droite). Le cuzoul se trouve à 60m à droite (NE) du chemin. Orifice triangulaire de 9m de haut sur 1m80 de base dans la paroi NNW<br/>
d'un effondrement de 13m sur 6m.";"68";""
"grotte de FRIGNAC";"";"Rocamadour";"2136 ET";"543.49";"3278.47";"44.804002";"1.622241";"230";"Sur la route du château de Rocamadour, 15m après l'angle SW du grand parking triangulaire de l'Hospitalet, par un passage<br/>
dans le muret de gauche prendre le sentier qui descend vers Rocamadour. Au second virage en épingle à cheveux (environ 150m<br/>
de la route), dans le prolongement du sentier, franchir un passage dans un muret parallèle à la pente et continuer horizontalement<br/>
direction NE. A 74m, franchir un muret perpendiculaire et suivre sur 13m, toujours direction NE, un muret de soutènement. La grotte<br/>
se trouve alors à 23m NW et 8m plus haut, au pied d'un petit ressaut, quelques mètres avant la falaise principale, sur une petite<br/>
terrasse (déblais ?) derrière des buissons piquants : orifice triangulaire de 1m40 de base sur 1m10 de haut orienté à l'ESE.";"68";""
"grotte de FRIQUET";"";"Villesèque";"2039 E";"520.38";"3232.18";"44.385262";"1.33725";"270";"A 13km de Montcuq, sur la route de Cahors (D 653), 1km2 après le carrefour de la route de Villesèque (D 656), prendre à droite<br/>
la petite route de Poudans sur 220m, c'est-à-dire un peu après avoir laissé à droite la dernière maison du Poujol. Prendre à droite,<br/>
direction NNW, la petite route qui mène à cette maison et presqu'immédiatement à gauche, direction SW, un chemin herbeux longeant<br/>
une clôture. Suivre ce chemin pendant 400m, c'est-à-dire 250m après avoir laissé un chemin à droite, au niveau d'un vague chemin<br/>
partant à droite. La grotte se trouve à 45m WNW (lieudit Alfriquet de l'IGN) : orifice en arc de cercle de 1m70 de large sur 1m20 de<br/>
haut, orienté au N, à l'extrémité S d'une sorte de tranchée de 10m de long servant de décharge... Plan 193.";"68";"193"
"grotte de la FROMAGERIE";"ou du HAUT MAGNENS - ou de JONCAYROL";"Lunegarde";"2137 E";"547.41";"3264.71";"44.680472";"1.673192";"375";"À 1km2 NNE de Fontanes-du-Causse, sur la route de Lunegarde (D 42), 200m après Magnens, dans un virage à gauche,<br/>
continuer par le chemin qui prolonge la route et le suivre sur 600m environ (soit 70m après avoir laissé un chemin à droite), un peu<br/>
après le fond de la combe, au niveau d'un creux après un ressaut du chemin. L'entrée naturelle de la grotte est à 20m à gauche<br/>
(WNW) du chemin, au fond NW d'un petit cloup embroussaillé : fissure verticale de 4m sur 2m. 10m plus loin, à ras du sol, au milieu<br/>
de vagues ruines et au N de 3 tilleuls alignés, entrée voûtée de 1m50 sur 0m60 orientée au SSW. Entre ces 2 entrées se trouve un<br/>
petit orifice en forme d'igue. Anciennement utilisée et aménagée pour une fromagerie. Indiquée sur l'IGN. Plan 64.";"68";"64"
"puits de FROUGE";"";"Autoire";"2236 W";"559.8";"3283.35";"44.849007";"1.82802";"330";"Sur la route de Gramat à St-Céré (D 673), au carrefour de la route venant d'Aynac (D 125), prendre à gauche la petite route,<br/>
parallèle à la D 673, qui passe à l'extrémité SE de l'aérodrome d'Autoire et mène à une belle maison, à environ 300m. Là prendre<br/>
le chemin qui prolonge cette route, direction NNW. A 350m laisser un chemin qui part à gauche et continuer tout droit d'abord direction<br/>
N, puis NW, pour arriver, à environ 1km300 du début du chemin, à une sorte de place triangulaire (lieudit les Bouals). Suivre alors<br/>
le chemin qui part dans l'angle SE de cette place, à gauche d'une grange, direction SSW, sur 300m, c'est-à-dire jusqu'au début des<br/>
bois, au niveau d'un passage menant à un beau pré à droite. Franchir à gauche un passage donnant dans un petit pré triangulaire<br/>
et suivre, direction ESE la limite du bois pour atteindre, à 100m, à l'angle du pré, un sentier partant dans le bois. L'igue se trouve, à<br/>
peu près au même niveau, à 115m ESE, 3m50 à droite du sentier : orifice de 1m20 sur 0m40, orienté WSW-ENE, dans un léger<br/>
creux.";"69";""
"émergences des FRUITIÈRES";"ou n°2 et 3 de MOULIN CAULET";"Calès";"2136 ET";"538.62";"3277.82";"44.797756";"1.560763";"105";"Au bord de l’Ouysse, rive gauche, à proximité de la station de pompage de Fontbelle (ou R1) : l’émergence n°1 (ou R2) se situe 160m<br/>
en aval du chemin menant à Fontbelle. L’émergence n°2 (ou R3), la moins importante, sort 130m en aval de R2. Impénétrables.<br/>
Plan 26.";"69";"26"
"grotte (n°1) des FUMADES";"ou des BARRIÈRES";"Orniac";"2138 OT";"546.82";"3251.5";"44.561548";"1.667107";"300";"Au Mas de Salgues, à 1km2 NNE d'Orniac sur la route de Sénaillac (D 42), prendre le chemin à gauche (WNW) qui, à environ<br/>
550m, après avoir franchi 2 barrières et longé un muret à droite, aboutit à une vaste friche dégagée. Rejoindre alors à droite une ligne<br/>
électrique bien visible et la suivre direction NNW jusqu'à ce qu'elle rencontre un muret (500m de la deuxième barrière). La grotte se<br/>
trouve à 50m N-NNE du poteau (n°11) situé près du muret, dans la pente NW (3m plus haut que le fond) d'un petit cloup. Orifice bas<br/>
de 1m20 de large sur 0m45 de haut, orienté ESE, fermé par des pierres. Plan 173.";"69";"173"
"grotte n° 2 des FUMADES";"";"Orniac";"2138 OT";"545.92";"3251.09";"44.557792";"1.655821";"305";"A 1km5 de Lentillac-Lauzès, sur la route de Figeac (D 653), au niveau de la seconde route de Mas del Pech, prendre le chemin<br/>
à droite, direction SSE. A 450m de la route, tourner à droite, direction SSW et aller jusqu'au bout du chemin 220m plus loin. Franchir<br/>
la claie qui prolonge le chemin et traverser le terrain inculte en diagonale, direction SW (c'est-à-dire la direction donnée par une ruine),<br/>
jusqu'à un passage dans un muret à 250m. Suivre ce muret vers la droite (WNW) pendant 150m. La grotte se trouve à la limite du<br/>
bois, 15m à gauche (S) du muret. Orifice triangulaire de 1m de haut sur 1m20 de large, orienté au NW, sous des strates. Plan 173.";"69";"173"
"igue de GABAUDET";"";"Issendolus";"2137 E";"553.72";"3268.7";"44.71681";"1.752426";"320";"A 7km SSE de Gramat, sur la petite route qui joint Gabaudet (monument de la Résistance) à Teulayrou et Issendolus, à 650m<br/>
du monument, presqu'en haut de la montée en ligne droite, 90m avant la fin des prés qui bordent la route à gauche et à droite, franchir<br/>
le muret de droite (S) doublé d'une haie : l'igue s'ouvre au milieu du pré, à 65m de la route. Orifice allongé de 0m40 sur 1m20 orienté<br/>
N-S, recouvert de planches (visible de la route).";"69";""
"grotte aval et gouffre (ou grotte amont) de GAMEAU-JOUANICOT";"";"Cazals";"2037 W";"513.09";"3262.9";"44.660881";"1.240627";"240";"A 2km500 de Cazals, sur la route de Gourdon (D 673), 400m après avoir laissé à gauche la petite route de Poumayrol, prendre le<br/>
chemin qui part à droite, direction SE, et le suivre sur 800m. La grotte aval se trouve dans la pente boisée à droite (S), à 22m du<br/>
chemin et environ 5m plus haut : orifice en igue de 0m80 sur 1m50 dans la pente moussue. Continuer le chemin sur encore 68m (soit<br/>
140m avant un virage à droite). Le gouffre (ou grotte-amont) se trouve dans la pente boisée à droite (S), à 11m du chemin et environ<br/>
2m plus haut : orifice de 0m60 sur 1m20 dans un creux moussu.";"69";""
"émergence de GANIL";"ou de CASTAN";"St-Cirq-Lapopie";"2138 OT";"545.59";"3241.49";"44.47137";"1.652672";"140";"Sur la route de l'écluse de Ganil, 250m après la petite route de Castan, juste après une maison à gauche, remonter un ravin<br/>
caillouteux bien visible, direction SSE. L'émergence se trouve en tête de ce ravin, à 35m de la route, dans un creux de 2m de<br/>
profondeur au pied d'une petite falaise orientée au NE, recouverte d'une buse carrée en ciment (0m50 de côté).";"69";""
"igue de GARCIA";"ou du LAC ROUX";"Flaujac-Gare";"2137 E";"555.1";"3267.41";"44.705288";"1.769956";"325";"Sur la route de Flaujac à Scelles, 650m après Le Bret, au moment où, après avoir traversé des terrains cultivés, elle entre dans des<br/>
bois, avant un virage à gauche, franchir une barrière à droite (NNW) et longer la limite entre bois et champ, direction NNW, pendant<br/>
60m. L'igue s'ouvrait à 22m ENE, au milieu du champ : orifice de 0m80 de diamètre ... maintenant rebouché ! Plan 137.";"69";"137"
"grotte de (la) GARDELLE";"";"Vayrac";"2136 ET";"548.09";"3291.9";"44.925197";"1.679027";"210";"A Uffande (1km5 ENE, à vol d'oiseau, de Floirac), 100m environ avant le terminus de la route (juste avant les derniers<br/>
bâtiments), franchir une claie à droite et suivre un chemin qui part direction NNE en descendant, puis, après avoir contourné<br/>
l'extrémité S de la combe qui descend à la Gardelle, remonte et continue direction NNE. À 850m de la route, à gauche du chemin,<br/>
direction W, par une échancrure du muret qui le longe, on aperçoit la Dordogne en enfilade et le pont de la ligne de chemin de fer<br/>
qui la traverse. Franchir alors les murets à gauche et descendre dans le bois, même direction (W), en suivant la ligne de plus grande<br/>
pente, jusqu'au haut d'une falaise qu'il faut contourner par la gauche. La grotte s'ouvre au pied de cette falaise d'une quinzaine de<br/>
mètres de hauteur (environ 70m plus bas que le chemin, en altitude). Orifice bas en arc de cercle, de 0m60 de haut sur 2m50 de large,<br/>
orienté au NW.<br/>
N.B. À 20m S, au bas de la pente par laquelle on est arrivé, orifice de 50cm de diamètre (désobstruction) donnant sur un puits étroit.";"70";""
"igue de la GARENNE";"";"Cabrerets";"2138 OT";"542.53";"3245.13";"44.503894";"1.61381";"330";"Aux bergeries de Prat d'Aglan (3km W de Cabrerets), sur la route de Merlan, suivre le chemin qui part direction SSE, pendant<br/>
250m, c'est-à-dire 80m après le carrefour avec un chemin perpendiculaire (NE-SW), et 20m après un angle du muret de droite. L'igue<br/>
s'ouvre à 65m E, dans une zone un peu plus accidentée d'un bois clairsemé. Plusieurs orifices entre des blocs rocheux encombrant<br/>
un léger creux de 1m50 sur 3m au milieu des buis. Plan 159.";"70";"159"
"perte de la GARENNE";"";"Gramat";"2136 ET";"551.89";"3275.6";"44.778783";"1.728685";"290";"À Gramat même, dans le bas du terrain de camping de la Garenne, à environ 150m de l'entrée, à droite du chemin qui traverse<br/>
le camp, derrière des toilettes.";"70";""
"igue de la GARENNE";"";"Salviac";"2037 W";"513.95";"3262.84";"44.660443";"1.251481";"305";"A 3km S de Salviac, sur la route de Catus (D 47), prendre à droite la route de Pech Gaillard. Là, au calvaire qui marque le centre<br/>
du village, prendre la route qui monte à gauche, jusqu'à son terminus, à 1km400 de Pech Gaillard, quand elle se raccorde à une petite<br/>
route perpendiculaire. Suivre cette route vers la droite sur 300m, c'est-à-dire jusqu'au moment où elle tourne à gauche, à un<br/>
embranchement. Prendre alors le chemin à droite, direction NNE, sur 30m, puis suivre à droite (ESE) la bordure S d'un champ par<br/>
un vague chemin qui continue plus marqué, à 100m, au bout du champ, quand il pénètre dans le bois. Continuer encore ce chemin,<br/>
toujours direction ESE, pendant 110m. L'igue se trouve, bien visible, à 4m à droite (SSW) du chemin : orifice triangulaire de 1m sur<br/>
1m30, entouré de quelques belles pierres plates. 2 orifice, en grotte, à 11m50 ENE, juste sous le chemin.<br/>
e";"70";""
"igue de la GARENNE";"";"Sonac";"2237 W";"560.39";"3265.78";"44.690928";"1.836835";"330";"A 700m S de Poutoy (carrefour des D 38, D 25 et D 11, à 450m ENE de St-Simon), sur la route de Livernon (D 38), prendre<br/>
le chemin qui part à droite, direction WSW, sur 700m, c'est-à-dire 120m avant l'ancien passage-à-niveau, au niveau d'une entrée de<br/>
champ à droite. L'igue s'ouvre 7m à gauche (SSE) du chemin : orifice de 0m40 sur 1m50 orienté E-W.";"70";""
"grotte de la GARENNE DES BOEUFS";"";"Assier";"2237 W";"561.25";"3264.51";"44.679545";"1.847779";"305";"À 3km5 de Livernon sur la route de St-Simon (D 38), soit 1km5 après le croisement de la route d'Assier (D 92) et 900m avant<br/>
le pont sur la voie ferrée, quelques mètres après un léger virage à droite précédant une belle ligne droite, franchir la clôture en fil de<br/>
fer à droite (E) juste avant qu'elle ne commence à s'écarter de la route. Traverser direction ENE un terrain dégagé qui descend vers<br/>
un cloup bordé de bois, à environ 300m de la route. Un peu avant d'arriver aux arbres qui entourent ce cloup, traverser un muret par<br/>
un passage effondré et suivre le chemin qui descend dans le cloup. La grotte s'ouvre sur la gauche, dans le bois du flanc WNW, à<br/>
10m au-delà de la limite des arbres (100m WNW du point le plus bas du cloup et 6m plus haut). Orifice orienté à l'E de 0m70 de large<br/>
sur 0m50 de haut, derrière un tas de pierres moussues, au pied d'un petit surplomb rocheux surmonté d'un muret.<br/>
Plan 181.";"70";"181"
"igue del GARREL";"ou de RACOULE - ou du cloup de ROUQUET";"Promilhanes";"2239 W";"561.35";"3231.42";"44.38175";"1.851504";"340";"Au Mas de la Bosse, à 2km E de Promilhanes, continuer le chemin direction ENE pendant 1150m, c'est-à-dire jusqu'au carrefour<br/>
qui suit lelac de Roucoule. Là, prendre le 3ème chemin à partir de la gauche, et le suivre sur 100m (soit 30m après une cazelle à<br/>
droite, et 15m après le début du bois) : l'igue s'ouvre sur le bord droit du chemin, au pied d'un chêne double, bien visible. Orifice de<br/>
1m de diamètre. Plan 122.";"70";"122"
"igue de(s) GAVACHERIES";"ou de NOUTARI";"Carennac";"2136 ET";"550.25";"3288.86";"44.897994";"1.706681";"270";"À 2km de Carennac, sur la route de Miers (D 20), en haut de la côte, prendre à droite (abri avec boîte-aux-lettres P&T) la petite<br/>
route qui mène à la ferme de Noutari. 350m avant celle-ci, après un virage à gauche à angle droit (ferme avec hangar à toit d'éverite,<br/>
Le Castagné de l'IGN), suivre un chemin de terre à droite ; à 325m tourner à gauche, puis 100m plus loin à droite, et enfin, à 50m,<br/>
à gauche. L'igue s'ouvre à 340m de ce dernier carrefour, 65m après avoir laissé à gauche la grotte n°1 de Noutari, et 45m avant un<br/>
virage du chemin vers la gauche, à 1m du bord gauche du chemin, bien visible : deux orifices, l'un de 0m40 de diamètre et l'autre<br/>
de 0m70 sur 0m90, derrière un buisson, à 2m50 du premier. Plan 5.";"71";"5"
"grotte du GELÉE";"ou du CÉLÉ - ou du CHALAT - ou du JALAT - ou de la TRUIE";"Marcilhac-sur-Célé";"2138 OT";"555.08";"3250.1";"44.549507";"1.771205";"230";"A Marcilhac, traverser le pont et prendre à droite la route de St-Chels. A Lagardelle (800m du pont), après le virage, juste avant<br/>
la première maison à gauche au bord de la route, prendre le chemin montant entre deux murets, direction NE, et le suivre pendant<br/>
200m, c'est-à-dire quelques mètres après un muret perpendiculaire et un poteau électrique à gauche. Suivre alors un sentier bien<br/>
visible qui monte à gauche direction NNE, d'abord en terrain dégagé, puis dans les bois, en direction du pied de la falaise médiane.<br/>
A 330m du chemin, laisser le sentier qui continue horizontalement et prendre celui qui monte à droite : la grotte est à 25m, au pied<br/>
de la falaise. Orifice en fissure légèrement inclinée, de 8m de haut et de 1m50 de large à la base, orienté à l'WSW.";"71";""
"grotte du Mas de GENDRE";"";"Reyrevignes";"2237 W";"566.58";"3261.93";"44.656592";"1.915176";"380";"À la sortie de Reyrevignes par la route d'Issepts (D 48), 60m avant le carrefour (calvaire) de la petite route qui mène au Mas<br/>
de Gendre, la grotte s'ouvre à 20m à gauche (W) de la route, sous le muret d'un jardin, derrière l'étable d'une ferme.";"71";""
